,nb_eurnok,nb_usdnok,nb_i44,nb_polrate,nb_nowa,nb_govt_3y,nb_govt_5y,nb_govt_10y,ssb_kpi_yoy,ssb_kpijae_yoy,ssb_unemp,ecb_dfr,rb_polrate
2006-01-10,7.981,6.6156,92.36,2.25,,,,,,,,,1.5
2006-01-11,8.031,6.6438,92.88,2.25,,,,,,,,,1.5
2006-01-12,8.078,6.6689,93.48,2.25,,,,,,,,,1.5
2006-01-13,8.0475,6.6845,93.27,2.25,,,,,,,,,1.5
2006-01-16,8.049,6.6455,93.09,2.25,,,,,,,,,1.5
2006-01-17,8.1065,6.7135,93.79,2.25,,,,,,,,,1.5
2006-01-18,8.124,6.7002,93.84,2.25,,,,,,,,,1.5
2006-01-19,8.129,6.7332,93.97,2.25,,,,,,,,,1.5
2006-01-20,8.0845,6.6991,93.6,2.25,,,,,,,,,1.5
2006-01-23,8.0495,6.5566,92.93,2.25,,,,,,,,,1.5
2006-01-24,8.046,6.5564,92.89,2.25,,,,,,,,,1.5
2006-01-25,8.031,6.5325,92.72,2.25,,,,,,,,,1.75
2006-01-26,8.069,6.5848,93.22,2.25,,,,,,,,,1.75
2006-01-27,8.088,6.6448,93.58,2.25,,,,,,,,,1.75
2006-01-30,8.1275,6.7269,94.25,2.25,,,,,,,,,1.75
2006-01-31,8.092,6.6777,93.73,2.25,,,,,1.8,0.8,103.0,,1.75
2006-02-01,8.0585,6.6643,93.46,2.25,,,,,,,,,1.75
2006-02-02,8.0505,6.6721,93.31,2.25,,,,,,,,,1.75
2006-02-03,8.0225,6.6516,92.98,2.25,,,,,,,,,1.75
2006-02-06,8.047,6.7165,93.38,2.25,,,,,,,,,1.75
2006-02-07,8.0465,6.7205,93.36,2.25,,,,,,,,,1.75
2006-02-08,8.0165,6.7095,93.05,2.25,,,,,,,,,1.75
2006-02-09,8.0155,6.6952,93.02,2.25,,,,,,,,,1.75
2006-02-10,8.0755,6.7464,93.84,2.25,,,,,,,,,1.75
2006-02-13,8.102,6.8153,94.13,2.25,,,,,,,,,1.75
2006-02-14,8.136,6.8381,94.52,2.25,,,,,,,,,1.75
2006-02-15,8.1375,6.8359,94.56,2.25,,,,,,,,,1.75
2006-02-16,8.107,6.8367,94.17,2.25,,,,,,,,,1.75
2006-02-17,8.06,6.7942,93.63,2.25,,,,,,,,,1.75
2006-02-20,8.0555,6.7512,93.5,2.25,,,,,,,,,1.75
2006-02-21,8.0545,6.7651,93.5,2.25,,,,,,,,,1.75
2006-02-22,8.0575,6.7853,93.54,2.25,,,,,,,,,1.75
2006-02-23,8.046,6.7291,93.3,2.25,,,,,,,,,1.75
2006-02-24,8.0465,6.764,93.43,2.25,,,,,,,,,1.75
2006-02-27,8.0265,6.7723,93.29,2.25,,,,,,,,,1.75
2006-02-28,8.024,6.7571,93.22,2.25,,,,,2.6,1.0,103.0,,1.75
2006-03-01,8.029,6.7166,93.17,2.25,,,,,,,,,2.0
2006-03-02,8.0095,6.7188,92.96,2.25,,,,,,,,,2.0
2006-03-03,8.012,6.6656,92.75,2.25,,,,,,,,,2.0
2006-03-06,7.979,6.6398,92.32,2.25,,,,,,,,,2.0
2006-03-07,7.9875,6.7049,92.5,2.25,,,,,,,,,2.0
2006-03-08,8.0075,6.7211,92.66,2.25,,,,,,,,1.5,2.0
2006-03-09,8.0235,6.7311,92.92,2.25,,,,,,,,,2.0
2006-03-10,7.9735,6.6897,92.34,2.25,,,,,,,,,2.0
2006-03-13,7.9755,6.6897,92.31,2.25,,,,,,,,,2.0
2006-03-14,7.96,6.6622,92.12,2.25,,,,,,,,,2.0
2006-03-15,7.968,6.6256,92.15,2.25,,,,,,,,,2.0
2006-03-16,7.9995,6.6281,92.43,2.25,,,,,,,,,2.0
2006-03-17,7.9765,6.5462,92.06,2.5,,,,,,,,,2.0
2006-03-20,7.9535,6.5332,91.78,2.5,,,,,,,,,2.0
2006-03-21,7.953,6.5489,91.72,2.5,,,,,,,,,2.0
2006-03-22,7.9435,6.5817,91.7,2.5,,,,,,,,,2.0
2006-03-23,7.967,6.6089,92.09,2.5,,,,,,,,,2.0
2006-03-24,7.969,6.658,92.15,2.5,,,,,,,,,2.0
2006-03-27,7.967,6.6254,92.14,2.5,,,,,,,,,2.0
2006-03-28,7.9385,6.5694,91.61,2.5,,,,,,,,,2.0
2006-03-29,7.945,6.6142,91.67,2.5,,,,,,,,,2.0
2006-03-30,7.977,6.5947,91.93,2.5,,,,,,,,,2.0
2006-03-31,7.9675,6.5825,91.77,2.5,,,,,2.3,0.8,95.0,,2.0
2006-04-03,7.9165,6.5626,91.25,2.5,,,,,,,,,2.0
2006-04-04,7.884,6.4533,90.7,2.5,,,,,,,,,2.0
2006-04-05,7.8865,6.4317,90.67,2.5,,,,,,,,,2.0
2006-04-06,7.892,6.41,90.73,2.5,,,,,,,,,2.0
2006-04-07,7.876,6.4669,90.81,2.5,,,,,,,,,2.0
2006-04-10,7.8575,6.4943,90.69,2.5,,,,,,,,,2.0
2006-04-11,7.8225,6.4622,90.34,2.5,,,,,,,,,2.0
2006-04-12,7.843,6.4525,90.55,2.5,,,,,,,,,2.0
2006-04-13,,,,,,,,,,,,,2.0
2006-04-18,7.854,6.4104,90.53,2.5,,,,,,,,,2.0
2006-04-19,7.8105,6.3263,89.92,2.5,,,,,,,,,2.0
2006-04-20,7.79,6.3097,89.7,2.5,,,,,,,,,2.0
2006-04-21,7.843,6.3687,90.35,2.5,,,,,,,,,2.0
2006-04-24,7.831,6.3332,90.19,2.5,,,,,,,,,2.0
2006-04-25,7.8475,6.3159,90.28,2.5,,,,,,,,,2.0
2006-04-26,7.797,6.2753,89.66,2.5,,,,,,,,,2.0
2006-04-27,7.796,6.28,89.66,2.5,,,,,,,,,2.0
2006-04-28,7.757,6.1873,89.12,2.5,,,,,,,,,2.0
2006-04-30,,,,,,,,,2.7,0.8,96.0,,
2006-05-02,7.775,6.1496,89.26,2.5,,,,,,,,,2.0
2006-05-03,7.7615,6.1492,89.21,2.5,,,,,,,,,2.0
2006-05-04,7.748,6.1531,89.07,2.5,,,,,,,,,2.0
2006-05-05,7.767,6.1215,89.13,2.5,,,,,,,,,2.0
2006-05-08,7.7865,6.1042,89.4,2.5,,,,,,,,,2.0
2006-05-09,7.7995,6.1428,89.58,2.5,,,,,,,,,2.0
2006-05-10,7.767,6.0779,89.1,2.5,,,,,,,,,2.0
2006-05-11,7.761,6.1033,89.11,2.5,,,,,,,,,2.0
2006-05-12,7.7645,6.0125,88.76,2.5,,,,,,,,,2.0
2006-05-15,7.7885,6.0724,88.97,2.5,,,,,,,,,2.0
2006-05-16,7.836,6.1138,89.55,2.5,,,,,,,,,2.0
2006-05-17,,,,,,,,,,,,,2.0
2006-05-18,7.839,6.1386,89.62,2.5,,,,,,,,,2.0
2006-05-19,7.805,6.1134,89.22,2.5,,,,,,,,,2.0
2006-05-22,7.806,6.1209,89.17,2.5,,,,,,,,,2.0
2006-05-23,7.823,6.0922,89.35,2.5,,,,,,,,,2.0
2006-05-24,7.8255,6.0878,89.24,2.5,,,,,,,,,2.0
2006-05-26,7.823,6.1132,89.37,2.5,,,,,,,,,2.0
2006-05-29,7.8195,6.1291,89.43,2.5,,,,,,,,,2.0
2006-05-30,7.825,6.0947,89.37,2.5,,,,,,,,,2.0
2006-05-31,7.8155,6.0736,89.21,2.5,,,,,2.3,0.8,93.0,,2.0
2006-06-01,7.7835,6.1114,89.01,2.75,,,,,,,,,2.0
2006-06-02,7.7765,6.0683,88.92,2.75,,,,,,,,,2.0
2006-06-05,,,,,,,,,,,,,2.0
2006-06-06,7.7655,6.0446,88.72,2.75,,,,,,,,,
2006-06-07,7.8045,6.1025,89.21,2.75,,,,,,,,,2.0
2006-06-08,7.831,6.1492,89.54,2.75,,,,,,,,,2.0
2006-06-09,7.8165,6.1747,89.56,2.75,,,,,,,,,2.0
2006-06-12,7.788,6.1947,89.42,2.75,,,,,,,,,2.0
2006-06-13,7.808,6.2111,89.47,2.75,,,,,,,,,2.0
2006-06-14,7.837,6.2382,89.79,2.75,,,,,,,,,2.0
2006-06-15,7.8475,6.2232,89.85,2.75,,,,,,,,1.75,2.0
2006-06-16,7.8605,6.2133,89.92,2.75,,,,,,,,,2.0
2006-06-19,7.8555,6.239,89.91,2.75,,,,,,,,,2.0
2006-06-20,7.898,6.2952,90.54,2.75,,,,,,,,,2.0
2006-06-21,7.914,6.265,90.57,2.75,,,,,,,,,2.25
2006-06-22,7.971,6.3352,91.21,2.75,,,,,,,,,2.25
2006-06-23,7.918,6.3334,90.69,2.75,,,,,,,,,
2006-06-26,7.9285,6.312,90.73,2.75,,,,,,,,,2.25
2006-06-27,7.9435,6.3209,90.88,2.75,,,,,,,,,2.25
2006-06-28,7.9035,6.2876,90.42,2.75,,,,,,,,,2.25
2006-06-29,7.8825,6.2914,90.24,2.75,,,,,,,,,2.25
2006-06-30,7.936,6.2424,90.64,2.75,,,,,2.2,0.8,94.0,,2.25
2006-07-03,7.98,6.2392,91.07,2.75,,,,,,,,,2.25
2006-07-04,7.97,6.2309,91.06,2.75,,,,,,,,,2.25
2006-07-05,7.9545,6.2174,90.85,2.75,,,,,,,,,2.25
2006-07-06,7.939,6.234,90.7,2.75,,,,,,,,,2.25
2006-07-07,7.953,6.224,90.86,2.75,,,,,,,,,2.25
2006-07-10,7.986,6.2625,91.31,2.75,,,,,,,,,2.25
2006-07-11,7.9905,6.2739,91.36,2.75,,,,,,,,,2.25
2006-07-12,7.9475,6.2471,90.88,2.75,,,,,,,,,2.25
2006-07-13,7.928,6.2465,90.66,2.75,,,,,,,,,2.25
2006-07-14,7.9155,6.2494,90.52,2.75,,,,,,,,,2.25
2006-07-17,7.905,6.3033,90.52,2.75,,,,,,,,,2.25
2006-07-18,7.9295,6.3279,90.83,2.75,,,,,,,,,2.25
2006-07-19,7.969,6.3844,91.34,2.75,,,,,,,,,2.25
2006-07-20,7.932,6.2738,90.8,2.75,,,,,,,,,2.25
2006-07-21,7.933,6.2563,90.75,2.75,,,,,,,,,2.25
2006-07-24,7.954,6.2962,91.02,2.75,,,,,,,,,2.25
2006-07-25,7.94,6.2836,90.87,2.75,,,,,,,,,2.25
2006-07-26,7.934,6.3033,90.9,2.75,,,,,,,,,2.25
2006-07-27,7.9065,6.2075,90.39,2.75,,,,,,,,,2.25
2006-07-28,7.8825,6.2243,90.26,2.75,,,,,,,,,2.25
2006-07-31,7.8615,6.1577,89.92,2.75,,,,,2.1,0.6,84.0,,2.25
2006-08-01,7.8745,6.1717,90.08,2.75,,,,,,,,,2.25
2006-08-02,7.8745,6.1529,90.04,2.75,,,,,,,,,2.25
2006-08-03,7.8705,6.158,90.06,2.75,,,,,,,,,2.25
2006-08-04,7.8835,6.1628,90.15,2.75,,,,,,,,,2.25
2006-08-07,7.8785,6.1311,90.16,2.75,,,,,,,,,2.25
2006-08-08,7.9095,6.1605,90.55,2.75,,,,,,,,,2.25
2006-08-09,7.945,6.169,90.92,2.75,,,,,,,,2.0,2.25
2006-08-10,7.95,6.1834,91.0,2.75,,,,,,,,,2.25
2006-08-11,7.9565,6.2282,91.18,2.75,,,,,,,,,2.25
2006-08-14,7.998,6.2887,91.67,2.75,,,,,,,,,2.25
2006-08-15,8.029,6.3096,91.97,2.75,,,,,,,,,2.25
2006-08-16,8.016,6.2659,91.74,2.75,,,,,,,,,2.25
2006-08-17,8.078,6.2722,92.38,3.0,,,,,,,,,2.25
2006-08-18,8.072,6.3053,92.36,3.0,,,,,,,,,2.25
2006-08-21,8.048,6.2296,91.88,3.0,,,,,,,,,2.25
2006-08-22,8.0275,6.2656,91.85,3.0,,,,,,,,,2.25
2006-08-23,8.043,6.2777,92.04,3.0,,,,,,,,,2.25
2006-08-24,8.0755,6.2937,92.35,3.0,,,,,,,,,2.25
2006-08-25,8.0655,6.3199,92.3,3.0,,,,,,,,,2.25
2006-08-28,8.0345,6.277,91.84,3.0,,,,,,,,,2.25
2006-08-29,8.0425,6.2793,91.95,3.0,,,,,,,,,2.25
2006-08-30,8.0655,6.2923,92.19,3.0,,,,,,,,,2.25
2006-08-31,8.0795,6.2871,92.29,3.0,,,,,1.9,0.2,90.0,,2.25
2006-09-01,8.107,6.3252,92.56,3.0,,,,,,,,,2.25
2006-09-04,8.126,6.3228,92.76,3.0,,,,,,,,,2.25
2006-09-05,8.132,6.3482,92.91,3.0,,,,,,,,,2.25
2006-09-06,8.1465,6.3679,93.06,3.0,,,,,,,,,2.5
2006-09-07,8.1875,6.4312,93.59,3.0,,,,,,,,,2.5
2006-09-08,8.2185,6.4646,93.97,3.0,,,,,,,,,2.5
2006-09-11,8.308,6.535,94.98,3.0,,,,,,,,,2.5
2006-09-12,8.295,6.5269,94.93,3.0,,,,,,,,,2.5
2006-09-13,8.3825,6.6124,95.99,3.0,,,,,,,,,2.5
2006-09-14,8.332,6.5488,95.37,3.0,,,,,,,,,2.5
2006-09-15,8.2775,6.5306,94.88,3.0,,,,,,,,,2.5
2006-09-18,8.283,6.5401,95.02,3.0,,,,,,,,,2.5
2006-09-19,8.2735,6.5382,94.97,3.0,,,,,,,,,2.5
2006-09-20,8.279,6.5312,94.93,3.0,,,,,,,,,2.5
2006-09-21,8.281,6.5046,94.9,3.0,,,,,,,,,2.5
2006-09-22,8.3455,6.5113,95.34,3.0,,,,,,,,,2.5
2006-09-25,8.3895,6.5707,95.9,3.0,,,,,,,,,2.5
2006-09-26,8.3135,6.5486,95.22,3.0,,,,,,,,,2.5
2006-09-27,8.265,6.5161,94.69,3.0,,,,,,,,,2.5
2006-09-28,8.223,6.4682,94.1,3.0,,,,,,,,,2.5
2006-09-29,8.235,6.5047,94.3,3.0,,,,,,,,,2.5
2006-09-30,,,,,,,,,2.7,0.6,82.0,,
2006-10-02,8.3425,6.5767,95.36,3.0,,,,,,,,,2.5
2006-10-03,8.3735,6.5742,95.72,3.0,,,,,,,,,2.5
2006-10-04,8.3995,6.6221,96.06,3.0,,,,,,,,,2.5
2006-10-05,8.378,6.586,95.83,3.0,,,,,,,,,2.5
2006-10-06,8.4315,6.6578,96.6,3.0,,,,,,,,,2.5
2006-10-09,8.42,6.6809,96.51,3.0,,,,,,,,,2.5
2006-10-10,8.361,6.6685,95.97,3.0,,,,,,,,,2.5
2006-10-11,8.418,6.7113,96.62,3.0,,,,,,,,2.25,2.5
2006-10-12,8.453,6.7457,97.08,3.0,,,,,,,,,2.5
2006-10-13,8.4285,6.7159,96.82,3.0,,,,,,,,,2.5
2006-10-16,8.461,6.7607,97.29,3.0,,,,,,,,,2.5
2006-10-17,8.471,6.7638,97.38,3.0,,,,,,,,,2.5
2006-10-18,8.471,6.7536,97.36,3.0,,,,,,,,,2.5
2006-10-19,8.476,6.7479,97.4,3.0,,,,,,,,,2.5
2006-10-20,8.4135,6.6679,96.72,3.0,,,,,,,,,2.5
2006-10-23,8.426,6.7107,96.93,3.0,,,,,,,,,2.5
2006-10-24,8.3855,6.6865,96.48,3.0,,,,,,,,,2.5
2006-10-25,8.338,6.628,95.86,3.0,,,,,,,,,2.5
2006-10-26,8.2875,6.5498,95.16,3.0,,,,,,,,,2.5
2006-10-27,8.311,6.5529,95.41,3.0,,,,,,,,,2.5
2006-10-30,8.3335,6.553,95.7,3.0,,,,,,,,,2.5
2006-10-31,8.332,6.5627,95.7,3.0,,,,,2.7,0.7,71.0,,2.5
2006-11-01,8.3005,6.5066,95.27,3.0,,,,,,,,,2.75
2006-11-02,8.243,6.4565,94.59,3.25,,,,,,,,,2.75
2006-11-03,8.2445,6.4612,94.67,3.25,,,,,,,,,2.75
2006-11-06,8.251,6.4958,94.85,3.25,,,,,,,,,2.75
2006-11-07,8.251,6.4688,94.8,3.25,,,,,,,,,2.75
2006-11-08,8.243,6.4519,94.64,3.25,,,,,,,,,2.75
2006-11-09,8.2315,6.4329,94.49,3.25,,,,,,,,,2.75
2006-11-10,8.2005,6.3748,94.09,3.25,,,,,,,,,2.75
2006-11-13,8.197,6.3889,94.05,3.25,,,,,,,,,2.75
2006-11-14,8.212,6.4036,94.25,3.25,,,,,,,,,2.75
2006-11-15,8.246,6.4462,94.62,3.25,,,,,,,,,2.75
2006-11-16,8.2225,6.4218,94.39,3.25,,,,,,,,,2.75
2006-11-17,8.268,6.4725,94.94,3.25,,,,,,,,,2.75
2006-11-20,8.262,6.4341,94.73,3.25,,,,,,,,,2.75
2006-11-21,8.266,6.4508,94.86,3.25,,,,,,,,,2.75
2006-11-22,8.252,6.4038,94.59,3.25,,,,,,,,,2.75
2006-11-23,8.26,6.3769,94.61,3.25,,,,,,,,,2.75
2006-11-24,8.2625,6.3179,94.46,3.25,,,,,,,,,2.75
2006-11-27,8.269,6.3055,94.46,3.25,,,,,,,,,2.75
2006-11-28,8.281,6.2988,94.49,3.25,,,,,,,,,2.75
2006-11-29,8.252,6.2719,94.17,3.25,,,,,,,,,2.75
2006-11-30,8.166,6.1864,93.15,3.25,,,,,2.5,0.8,76.0,,2.75
2006-12-01,8.1625,6.1632,93.1,3.25,,,,,,,,,2.75
2006-12-04,8.1565,6.1286,92.92,3.25,,,,,,,,,2.75
2006-12-05,8.13,6.0986,92.61,3.25,,,,,,,,,2.75
2006-12-06,8.135,6.1285,92.71,3.25,,,,,,,,,2.75
2006-12-07,8.0945,6.0875,92.28,3.25,,,,,,,,,2.75
2006-12-08,8.118,6.1148,92.49,3.25,,,,,,,,,2.75
2006-12-11,8.122,6.1638,92.68,3.25,,,,,,,,,2.75
2006-12-12,8.132,6.1401,92.71,3.25,,,,,,,,,2.75
2006-12-13,8.152,6.1455,92.95,3.25,,,,,,,,2.5,2.75
2006-12-14,8.15,6.178,93.03,3.5,,,,,,,,,2.75
2006-12-15,8.16,6.2262,93.29,3.5,,,,,,,,,2.75
2006-12-18,8.141,6.2169,93.1,3.5,,,,,,,,,2.75
2006-12-19,8.164,6.2046,93.25,3.5,,,,,,,,,2.75
2006-12-20,8.161,6.1812,93.24,3.5,,,,,,,,,3.0
2006-12-21,8.133,6.1716,92.98,3.5,,,,,,,,,3.0
2006-12-22,8.177,6.1985,93.4,3.5,,,,,,,,,3.0
2006-12-27,8.228,6.2528,93.96,3.5,,,,,,,,,3.0
2006-12-28,8.2375,6.2533,94.03,3.5,,,,,,,,,3.0
2006-12-29,8.238,6.2551,94.06,3.5,,,,,,,,,3.0
2006-12-31,,,,,,,,,2.2,0.9,75.0,,
2007-01-02,8.208,6.1854,93.54,3.5,,,,,,,,,3.0
2007-01-03,8.2385,6.2267,93.95,3.5,,,,,,,,,3.0
2007-01-04,8.273,6.3124,94.45,3.5,,,,,,,,,3.0
2007-01-05,8.283,6.3306,94.59,3.5,,,,,,,,,3.0
2007-01-08,8.264,6.354,94.48,3.5,,,,,,,,,3.0
2007-01-09,8.2555,6.3416,94.36,3.5,,,,,,,,,3.0
2007-01-10,8.2985,6.3894,94.8,3.5,,,,,,,,,3.0
2007-01-11,8.3525,6.4329,95.45,3.5,,,,,,,,,3.0
2007-01-12,8.3435,6.4713,95.64,3.5,,,,,,,,,3.0
2007-01-15,8.329,6.4361,95.49,3.5,,,,,,,,,3.0
2007-01-16,8.314,6.4186,95.31,3.5,,,,,,,,,3.0
2007-01-17,8.348,6.4668,95.78,3.5,,,,,,,,,3.0
2007-01-18,8.364,6.4727,95.91,3.5,,,,,,,,,3.0
2007-01-19,8.368,6.4578,95.88,3.5,,,,,,,,,3.0
2007-01-22,8.3675,6.4684,95.91,3.5,,,,,,,,,3.0
2007-01-23,8.35,6.4034,95.56,3.5,,,,,,,,,3.0
2007-01-24,8.2635,6.3541,94.62,3.5,,,,,,,,,3.0
2007-01-25,8.212,6.3276,94.09,3.75,,,,,,,,,3.0
2007-01-26,8.1935,6.3511,93.95,3.75,,,,,,,,,3.0
2007-01-29,8.175,6.3269,93.66,3.75,,,,,,,,,3.0
2007-01-30,8.168,6.2966,93.53,3.75,,,,,,,,,3.0
2007-01-31,8.148,6.2899,93.31,3.75,,,,,1.2,1.0,75.0,,3.0
2007-02-01,8.1255,6.2408,93.06,3.75,,,,,,,,,3.0
2007-02-02,8.1355,6.2485,93.13,3.75,,,,,,,,,3.0
2007-02-05,8.12,6.2824,93.06,3.75,,,,,,,,,3.0
2007-02-06,8.112,6.2617,92.98,3.75,,,,,,,,,3.0
2007-02-07,8.0895,6.2289,92.66,3.75,,,,,,,,,3.0
2007-02-08,8.0955,6.2316,92.67,3.75,,,,,,,,,3.0
2007-02-09,8.131,6.2512,93.02,3.75,,,,,,,,,3.0
2007-02-12,8.0955,6.2485,92.66,3.75,,,,,,,,,3.0
2007-02-13,8.111,6.2287,92.6,3.75,,,,,,,,,3.0
2007-02-14,8.089,6.1833,92.32,3.75,,,,,,,,,3.0
2007-02-15,8.0825,6.1525,92.06,3.75,,,,,,,,,3.0
2007-02-16,8.0445,6.1319,91.61,3.75,,,,,,,,,3.0
2007-02-19,8.044,6.1255,91.58,3.75,,,,,,,,,3.0
2007-02-20,8.0415,6.1175,91.52,3.75,,,,,,,,,3.0
2007-02-21,8.0625,6.1335,91.66,3.75,,,,,,,,,3.25
2007-02-22,8.0635,6.1525,91.76,3.75,,,,,,,,,3.25
2007-02-23,8.066,6.1413,91.78,3.75,,,,,,,,,3.25
2007-02-26,8.063,6.1269,91.73,3.75,,,,,,,,,3.25
2007-02-27,8.059,6.0915,91.58,3.75,,,,,,,,,3.25
2007-02-28,8.12,6.1464,92.25,3.75,,,,,0.7,1.1,70.0,,3.25
2007-03-01,8.109,6.1316,92.09,3.75,,,,,,,,,3.25
2007-03-02,8.116,6.1658,92.25,3.75,,,,,,,,,3.25
2007-03-05,8.183,6.2547,93.03,3.75,,,,,,,,,3.25
2007-03-06,8.1615,6.2302,92.89,3.75,,,,,,,,,3.25
2007-03-07,8.1475,6.2029,92.68,3.75,,,,,,,,,3.25
2007-03-08,8.153,6.1991,92.68,3.75,,,,,,,,,3.25
2007-03-09,8.112,6.1665,92.2,3.75,,,,,,,,,3.25
2007-03-12,8.122,6.1736,92.31,3.75,,,,,,,,,3.25
2007-03-13,8.0945,6.1238,91.9,3.75,,,,,,,,,3.25
2007-03-14,8.1225,6.1613,92.21,3.75,,,,,,,,2.75,3.25
2007-03-15,8.087,6.1145,91.81,3.75,,,,,,,,,3.25
2007-03-16,8.1395,6.1084,92.26,4.0,,,,,,,,,3.25
2007-03-19,8.148,6.1249,92.38,4.0,,,,,,,,,3.25
2007-03-20,8.165,6.1409,92.64,4.0,,,,,,,,,3.25
2007-03-21,8.195,6.1649,93.0,4.0,,,,,,,,,3.25
2007-03-22,8.168,6.1179,92.64,4.0,,,,,,,,,3.25
2007-03-23,8.115,6.0891,92.07,4.0,,,,,,,,,3.25
2007-03-26,8.127,6.1266,92.29,4.0,,,,,,,,,3.25
2007-03-27,8.127,6.089,92.12,4.0,,,,,,,,,3.25
2007-03-28,8.1335,6.0934,92.2,4.0,,,,,,,,,3.25
2007-03-29,8.102,6.068,91.8,4.0,,,,,,,,,3.25
2007-03-30,8.119,6.0963,92.05,4.0,,,,,,,,,3.25
2007-03-31,,,,,,,,,1.1,1.5,71.0,,
2007-04-02,8.1585,6.1039,92.42,4.0,,,,,,,,,3.25
2007-04-03,8.17,6.1162,92.55,4.0,,,,,,,,,3.25
2007-04-04,8.177,6.1278,92.71,4.0,,,,,,,,,3.25
2007-04-05,,,,,,,,,,,,,3.25
2007-04-10,8.106,6.0375,91.81,4.0,,,,,,,,,3.25
2007-04-11,8.093,6.0315,91.76,4.0,,,,,,,,,3.25
2007-04-12,8.0885,6.0062,91.6,4.0,,,,,,,,,3.25
2007-04-13,8.0985,5.9847,91.6,4.0,,,,,,,,,3.25
2007-04-16,8.0925,5.9723,91.59,4.0,,,,,,,,,3.25
2007-04-17,8.079,5.9628,91.5,4.0,,,,,,,,,3.25
2007-04-18,8.11,5.9733,91.83,4.0,,,,,,,,,3.25
2007-04-19,8.1075,5.961,91.77,4.0,,,,,,,,,3.25
2007-04-20,8.1075,5.9588,91.8,4.0,,,,,,,,,3.25
2007-04-23,8.107,5.9799,91.9,4.0,,,,,,,,,3.25
2007-04-24,8.103,5.966,91.8,4.0,,,,,,,,,3.25
2007-04-25,8.164,5.9814,92.41,4.0,,,,,,,,,3.25
2007-04-26,8.1185,5.9712,91.99,4.0,,,,,,,,,3.25
2007-04-27,8.138,5.965,92.14,4.0,,,,,,,,,3.25
2007-04-30,8.1265,5.9732,92.03,4.0,,,,,0.2,1.3,68.0,,3.25
2007-05-02,8.1265,5.9806,92.05,4.0,,,,,,,,,3.25
2007-05-03,8.122,5.9664,92.02,4.0,,,,,,,,,3.25
2007-05-04,8.128,5.9937,92.16,4.0,,,,,,,,,3.25
2007-05-07,8.122,5.9655,92.03,4.0,,,,,,,,,3.25
2007-05-08,8.136,6.0009,92.28,4.0,,,,,,,,,3.25
2007-05-09,8.134,6.0096,92.27,4.0,,,,,,,,,3.25
2007-05-10,8.159,6.0316,92.53,4.0,,,,,,,,,3.25
2007-05-11,8.177,6.0633,92.76,4.0,,,,,,,,,3.25
2007-05-14,8.1985,6.051,92.87,4.0,,,,,,,,,3.25
2007-05-15,8.1935,6.0522,92.88,4.0,,,,,,,,,3.25
2007-05-16,8.1725,6.0207,92.61,4.0,,,,,,,,,3.25
2007-05-18,8.175,6.0659,92.77,4.0,,,,,,,,,3.25
2007-05-21,8.167,6.0748,92.79,4.0,,,,,,,,,3.25
2007-05-22,8.1325,6.0447,92.46,4.0,,,,,,,,,3.25
2007-05-23,8.121,6.02,92.28,4.0,,,,,,,,,3.25
2007-05-24,8.1055,6.0273,92.19,4.0,,,,,,,,,3.25
2007-05-25,8.0945,6.0222,92.06,4.0,,,,,,,,,3.25
2007-05-28,,,,,,,,,,,,,3.25
2007-05-29,8.099,5.9953,91.9,4.0,,,,,,,,,3.25
2007-05-30,8.1175,6.0488,92.2,4.0,,,,,,,,,3.25
2007-05-31,8.1195,6.0355,92.21,4.25,,,,,0.4,1.3,66.0,,3.25
2007-06-01,8.111,6.0368,92.13,4.25,,,,,,,,,3.25
2007-06-04,8.1085,6.0143,92.05,4.25,,,,,,,,,3.25
2007-06-05,8.084,5.974,91.68,4.25,,,,,,,,,3.25
2007-06-06,8.08,5.9794,91.62,4.25,,,,,,,,,
2007-06-07,8.082,6.0,91.72,4.25,,,,,,,,,3.25
2007-06-08,8.1005,6.0682,92.02,4.25,,,,,,,,,3.25
2007-06-11,8.1195,6.0797,92.27,4.25,,,,,,,,,3.25
2007-06-12,8.1115,6.0783,92.17,4.25,,,,,,,,,3.25
2007-06-13,8.101,6.0969,92.08,4.25,,,,,,,,3.0,3.25
2007-06-14,8.1075,6.094,92.11,4.25,,,,,,,,,3.25
2007-06-15,8.0935,6.0789,91.96,4.25,,,,,,,,,3.25
2007-06-18,8.075,6.0243,91.59,4.25,,,,,,,,,3.25
2007-06-19,8.079,6.0278,91.7,4.25,,,,,,,,,3.25
2007-06-20,8.0525,5.9972,91.57,4.25,,,,,,,,,3.25
2007-06-21,8.0345,5.9972,91.46,4.25,,,,,,,,,3.25
2007-06-22,7.987,5.9423,90.85,4.25,,,,,,,,,
2007-06-25,8.004,5.9461,91.0,4.25,,,,,,,,,3.25
2007-06-26,8.01,5.951,91.03,4.25,,,,,,,,,3.25
2007-06-27,7.9725,5.9328,90.63,4.25,,,,,,,,,3.5
2007-06-28,7.952,5.9048,90.47,4.5,,,,,,,,,3.5
2007-06-29,7.9725,5.9034,90.64,4.5,,,,,,,,,3.5
2007-06-30,,,,,,,,,0.4,1.2,62.0,,
2007-07-02,7.969,5.8647,90.46,4.5,,,,,,,,,3.5
2007-07-03,7.938,5.8363,90.15,4.5,,,,,,,,,3.5
2007-07-04,7.9365,5.8279,90.2,4.5,,,,,,,,,3.5
